1,20,75,59,19453,2,153
2,42,140,124,19300,2,301
3,59,200,184,19170,4,434
4,63,259,257,19045,7,561
5,74,308,312,18937,10,678
6,93,349,348,18816,12,796
7,93,393,395,18696,17,927
8,99,428,437,18587,19,1032
9,93,466,481,18482,19,1141
10,89,515,537,18368,21,1258
11,104,569,575,18223,21,1402
12,121,616,625,18109,21,1517
13,119,656,682,18009,23,1617
14,106,690,742,17904,23,1722
15,109,731,784,17802,23,1826
16,117,770,818,17693,24,1936
17,112,809,869,17592,25,2036
18,111,837,907,17498,26,2131
19,104,861,949,17412,27,2220
20,110,888,968,17315,27,2318
21,112,913,994,17237,27,2396
22,119,936,1021,17160,28,2475
23,115,968,1048,17047,28,2587
24,132,1001,1066,16951,29,2681
25,129,1031,1112,16877,32,2761
26,125,1062,1156,16779,33,2859
27,135,1099,1181,16697,34,2945
28,140,1125,1216,16602,34,3040
29,139,1160,1243,16503,34,3140
30,148,1195,1269,16411,34,3232
31,153,1228,1308,16334,34,3309
32,154,1257,1348,16250,35,3391
33,149,1283,1387,16164,36,3480
34,152,1305,1414,16073,37,3572
35,149,1337,1444,15991,38,3656
36,155,1369,1472,15895,40,3752
37,167,1404,1496,15811,42,3839
38,167,1439,1531,15732,44,3921
39,180,1472,1558,15644,46,4014
40,183,1500,1589,15557,47,4102
41,177,1531,1630,15482,48,4178
42,185,1548,1659,15418,48,4241
43,173,1569,1690,15345,51,4317
44,170,1591,1714,15284,54,4381
45,162,1611,1745,15225,54,4440
46,159,1627,1773,15163,55,4506
47,153,1645,1796,15094,55,4573
48,151,1664,1818,15014,55,4655
49,153,1681,1834,14956,56,4714
50,144,1700,1862,14895,59,4777
51,146,1723,1880,14822,60,4850
52,151,1730,1902,14765,61,4910
53,145,1746,1914,14712,61,4963
54,144,1763,1931,14658,61,5017
55,149,1778,1945,14584,61,5092
56,148,1797,1963,14535,66,5145
57,151,1814,1981,14477,67,5205
58,151,1823,2001,14432,69,5252
59,139,1843,2021,14369,71,5317
60,150,1859,2032,14298,72,5389
61,157,1871,2044,14250,74,5439
62,157,1879,2056,14215,75,5474
63,156,1897,2067,14155,76,5536
64,156,1911,2084,14105,77,5587
65,162,1927,2094,14070,80,5625
66,158,1941,2115,14013,80,5682
67,159,1956,2128,13968,83,5730
68,154,1977,2149,13916,83,5782
69,162,1991,2163,13870,84,5829
70,162,2001,2175,13817,86,5883
71,160,2013,2189,13783,86,5918
72,158,2029,2204,13725,88,5978
73,159,2043,2220,13680,89,6023
74,163,2057,2231,13633,90,6072
75,162,2070,2245,13578,91,6127
76,158,2083,2263,13535,91,6171
77,162,2095,2277,13495,92,6212
78,160,2108,2292,13459,93,6248
79,162,2121,2304,13418,93,6290
80,159,2127,2320,13374,93,6334
81,154,2134,2336,13326,94,6383
82,148,2143,2351,13278,94,6431
83,145,2156,2364,13234,94,6475
84,144,2165,2377,13195,95,6515
85,146,2178,2385,13150,97,6562
86,146,2192,2398,13112,98,6601
87,152,2211,2408,13060,98,6652
88,161,2223,2418,13018,101,6696
89,161,2232,2431,12984,103,6734
90,156,2240,2445,12963,107,6759
91,152,2261,2457,12920,109,6804
92,161,2277,2470,12878,110,6847
93,162,2287,2484,12844,112,6882
94,163,2299,2493,12800,112,6927
95,164,2309,2505,12765,113,6963
96,165,2319,2516,12719,113,7009
97,163,2325,2531,12687,114,7041
98,164,2333,2535,12653,115,7077
99,163,2342,2545,12625,116,7106
100,159,2349,2559,12580,116,7150
101,156,2363,2569,12548,116,7183
102,160,2374,2579,12507,116,7224
103,158,2386,2595,12469,120,7266
104,156,2399,2609,12430,121,7306
105,157,2407,2620,12403,122,7334
106,164,2417,2623,12370,122,7367
107,162,2426,2636,12335,124,7404
108,159,2436,2646,12303,125,7437
109,159,2448,2660,12268,125,7471
110,157,2464,2674,12234,127,7507
111,163,2478,2684,12204,129,7540
112,166,2492,2695,12160,132,7587
113,167,2508,2706,12127,133,7621
114,173,2516,2716,12103,133,7645
115,173,2528,2725,12067,135,7683
116,175,2548,2734,12033,136,7718
117,180,2562,2749,12006,137,7746
