1,0,451
2,2,766
3,2,1045
4,3,1264
5,3,1482
6,3,1684
7,4,1878
8,5,2061
9,5,2211
10,6,2374
11,7,2528
12,7,2690
13,8,2839
14,9,2986
15,9,3142
16,9,3260
17,9,3423
18,10,3565
19,10,3690
20,11,3807
21,12,3933
22,12,4061
23,12,4178
24,14,4292
25,16,4397
26,20,4505
27,20,4615
28,20,4724
29,22,4829
30,22,4938
31,22,5036
32,23,5125
33,23,5234
34,24,5333
35,24,5411
36,24,5489
37,25,5578
38,25,5663
39,27,5751
40,27,5831
41,27,5911
42,28,5982
43,28,6061
44,28,6153
45,29,6216
46,29,6296
47,30,6373
48,31,6452
49,31,6521
50,31,6578
51,32,6645
52,32,6723
53,33,6813
54,33,6875
55,35,6940
56,35,7004
57,36,7064
58,36,7125
59,37,7194
60,37,7247
61,37,7302
62,37,7347
63,37,7400
64,38,7446
65,38,7497
66,38,7554
67,38,7599
68,39,7651
69,41,7701
70,41,7744
71,41,7797
72,41,7850
73,41,7904
74,42,7954
75,42,7985
76,42,8030
77,42,8073
78,42,8120
79,42,8160
80,44,8199
81,44,8232
82,45,8272
83,45,8323
84,46,8364
85,46,8400
86,46,8445
87,46,8483
88,46,8519
89,46,8557
90,46,8596
91,48,8623
92,49,8660
93,49,8685
94,49,8723
95,49,8758
96,49,8801
97,49,8833
98,49,8867
99,50,8895
100,51,8929
101,52,8966
102,53,8997
103,54,9018
104,54,9049
105,54,9079
106,54,9107
107,54,9130
108,54,9166
109,54,9192
110,54,9223
111,55,9261
112,55,9284
113,55,9315
114,55,9347
115,55,9371
116,55,9391
117,55,9416
118,55,9438
119,55,9465
120,56,9487
121,56,9510
122,56,9532
123,56,9553
124,57,9577
125,57,9597
126,57,9616
127,57,9640
128,57,9665
129,59,9688
130,59,9700
131,60,9734
132,60,9762
133,60,9789
134,60,9816
135,60,9837
136,60,9854
137,60,9878
138,60,9900
139,60,9918
140,60,9942
141,60,9961
142,61,9978
143,61,9998
144,61,10015
145,61,10035
146,61,10053
147,61,10072
148,62,10094
149,63,10111
150,63,10127
151,63,10156
152,63,10185
153,63,10199
154,64,10227
155,64,10254
156,64,10267
157,64,10291
158,64,10304
159,65,10318
160,65,10333
161,65,10349
162,66,10364
163,67,10382
164,67,10391
165,67,10402
166,67,10410
167,67,10421
168,67,10431
169,67,10444
170,67,10458
171,67,10483
172,67,10502
173,67,10515
174,67,10532
175,67,10546
176,67,10557
177,67,10571
178,67,10582
179,67,10596
180,67,10612
181,67,10622
182,67,10639
183,68,10649
184,68,10660
185,68,10673
186,68,10683
187,68,10695
188,68,10707
189,69,10718
190,69,10729
191,69,10740
192,69,10746
193,69,10754
194,69,10763
195,70,10773
196,70,10788
197,70,10799
198,70,10814
199,70,10826
200,71,10838
201,72,10845
202,72,10859
203,73,10870
204,73,10883
205,73,10899
206,73,10913
207,73,10924
208,73,10935
209,73,10949
210,74,10955
211,74,10964
212,74,10974
213,74,10987
214,74,10999
215,74,11009
216,74,11018
217,75,11030
218,75,11041
219,75,11047
220,75,11054
221,76,11064
222,77,11070
223,77,11079
224,77,11091
225,77,11099
226,77,11108
227,77,11114
228,77,11122
229,77,11130
230,77,11139
231,77,11149
232,77,11155
233,77,11161
234,77,11169
235,77,11178
236,77,11188
237,77,11198
238,77,11203
239,77,11222
240,77,11233
241,78,11242
242,78,11255
243,79,11264
244,79,11275
245,79,11286
246,79,11295
247,79,11305
248,79,11315
249,80,11320
250,80,11325
251,80,11335
252,80,11341
253,80,11350
254,80,11358
255,80,11372
256,80,11380
257,80,11391
258,81,11399
259,81,11406
260,81,11413
261,82,11421
262,82,11430
263,82,11443
264,82,11451
265,82,11452
266,83,11460
267,83,11464
268,83,11473
269,83,11477
270,83,11485
271,83,11489
272,83,11497
273,83,11500
274,83,11508
275,84,11513
276,84,11522
277,84,11530
278,84,11534
279,84,11543
280,84,11554
281,84,11558
282,84,11566
283,84,11575
284,84,11581
285,84,11586
286,84,11593
287,84,11602
288,84,11608
289,84,11614
290,84,11620
291,84,11622
292,84,11626
293,84,11635
294,84,11641
295,84,11648
296,85,11653
297,85,11658
298,86,11665
299,86,11671
300,86,11675
301,86,11681
302,86,11686
303,86,11693
304,86,11703
305,86,11707
306,86,11713
307,86,11716
308,86,11721
309,86,11723
310,86,11730
311,86,11732
312,86,11736
313,86,11740
314,86,11745
315,87,11748
316,87,11754
317,87,11759
318,87,11763
319,87,11768
320,87,11773
321,87,11775
322,87,11780
323,87,11786
324,88,11790
325,88,11795
326,88,11797
327,88,11801
328,88,11807
329,88,11811
330,88,11819
331,88,11824
332,88,11830
333,88,11835
334,89,11835
335,89,11837
336,90,11841
337,90,11847
338,90,11850
339,90,11859
340,90,11862
341,90,11866
342,91,11870
343,91,11874
344,91,11878
345,91,11880
346,91,11884
347,91,11885
348,92,11887
349,92,11892
350,92,11893
351,92,11894
352,92,11897
353,92,11901
354,92,11903
355,92,11908
356,92,11913
357,93,11916
358,93,11918
359,93,11921
360,93,11925
361,93,11926
362,94,11929
363,94,11931
364,94,11937
365,94,11939
366,94,11944
367,94,11947
368,94,11952
369,94,11954
370,95,11958
371,95,11961
372,96,11962
373,96,11965
374,96,11968
375,96,11972
376,96,11979
377,96,11981
378,97,11984
379,98,11987
380,99,11989
381,100,11991
382,101,11996
383,101,12001
384,101,12004
385,101,12009
386,101,12011
387,101,12013
388,101,12017
389,101,12018
390,101,12021
391,101,12026
392,101,12029
393,101,12031
394,101,12038
395,101,12043
396,101,12044
397,101,12047
398,101,12049
399,101,12059
400,101,12063
401,102,12066
402,102,12068
403,103,12072
404,103,12075
405,103,12078
406,103,12079
407,103,12080
408,103,12085
409,103,12087
410,103,12090
411,103,12091
412,103,12093
413,103,12097
414,103,12099
415,103,12103
416,103,12107
417,103,12111
418,103,12120
419,103,12122
420,103,12126
421,103,12128
422,103,12131
423,103,12136
424,103,12137
425,104,12141
426,105,12142
427,106,12145
428,107,12148
429,107,12150
430,107,12152
431,107,12155
432,107,12156
433,107,12159
434,107,12161
435,107,12162
436,107,12164
437,107,12167
438,107,12167
439,107,12167
440,108,12171
441,108,12173
442,108,12175
443,109,12179
444,109,12180
445,110,12183
446,110,12185
447,110,12188
448,110,12189
449,110,12190
450,110,12193
451,110,12194
452,110,12197
453,110,12203
454,110,12204
455,110,12205
456,110,12205
457,110,12207
458,110,12209
459,110,12212
460,110,12216
461,110,12217
462,110,12217
463,110,12220
464,110,12220
465,110,12221
466,110,12223
467,110,12226
468,110,12228
469,110,12228
470,110,12232
471,110,12234
472,110,12237
473,110,12240
474,110,12242
475,111,12242
476,111,12245
477,111,12248
478,111,12252
479,111,12254
480,112,12255
481,112,12255
482,112,12256
483,112,12256
484,112,12258
485,113,12258
486,113,12260
487,113,12261
488,113,12264
489,113,12268
490,113,12270
491,113,12272
492,113,12272
493,113,12274
494,113,12279
495,113,12279
496,113,12281
497,115,12284
498,115,12286
499,115,12288
500,115,12290
501,115,12293
502,115,12295
503,115,12299
504,115,12299
505,115,12301
506,115,12305
507,115,12305
508,115,12306
509,116,12306
510,116,12308
511,116,12308
512,116,12308
513,116,12311
514,116,12313
515,116,12314
516,116,12315
517,116,12317
518,116,12320
519,116,12321
520,116,12323
521,116,12324
522,116,12327
523,116,12328
524,116,12330
525,116,12336
526,116,12336
527,116,12337
528,116,12338
529,116,12339
530,116,12343
531,117,12345
532,118,12349
533,118,12352
534,118,12354
535,119,12355
536,119,12357
537,119,12357
538,119,12358
539,119,12361
540,119,12362
541,119,12362
542,119,12363
543,119,12363
544,119,12363
545,119,12365
546,119,12368
547,119,12371
548,119,12374
549,119,12375
550,119,12375
551,119,12375
552,119,12375
553,119,12377
554,119,12379
555,119,12381
556,119,12383
557,119,12384
558,119,12386
559,119,12387
560,119,12388
561,119,12388
562,119,12388
563,119,12388
564,119,12388
565,119,12390
566,119,12391
567,119,12393
568,119,12395
569,119,12397
570,119,12398
571,119,12399
572,119,12400
573,119,12400
574,119,12404
575,119,12406
576,119,12407
577,119,12409
578,119,12410
579,120,12412
580,120,12413
581,120,12413
582,120,12416
583,120,12418
584,120,12419
585,120,12420
586,120,12422
587,120,12423
588,120,12425
589,120,12426
590,120,12428
591,120,12430
592,120,12431
593,120,12433
594,120,12434
595,120,12434
596,120,12435
597,120,12437
598,120,12437
599,120,12438
600,120,12438
601,121,12438
602,121,12440
603,121,12442
604,121,12444
605,121,12445
606,121,12446
607,121,12446
608,121,12447
609,121,12450
610,121,12452
611,121,12453
612,121,12455
613,121,12456
614,121,12457
615,121,12457
616,121,12458
617,121,12459
618,121,12459
619,121,12460
620,121,12460
621,121,12460
622,121,12462
623,121,12465
624,121,12467
625,121,12469
626,121,12470
627,121,12471
628,121,12472
629,121,12473
630,121,12473
631,121,12473
632,121,12475
633,121,12476
634,121,12476
635,121,12479
636,121,12480
637,121,12481
638,121,12484
639,121,12486
640,121,12488
641,121,12489
642,121,12491
643,121,12491
644,122,12493
645,123,12494
646,123,12495
647,123,12499
648,123,12500
649,123,12501
650,123,12501
651,123,12503
652,123,12505
653,123,12505
654,123,12505
655,123,12505
656,123,12507
657,123,12508
658,123,12508
659,123,12511
660,123,12511
661,123,12511
662,123,12512
663,123,12513
664,123,12514
665,123,12515
666,123,12516
667,123,12518
668,123,12521
669,123,12523
670,123,12524
671,123,12525
672,123,12526
673,123,12526
674,123,12527
675,123,12527
676,123,12528
677,123,12529
678,123,12530
679,123,12532
680,123,12534
681,123,12534
682,123,12535
683,123,12539
684,123,12541
685,123,12542
686,123,12544
687,123,12547
688,123,12547
689,123,12551
690,123,12552
691,123,12553
692,124,12555
693,124,12558
694,124,12560
695,125,12562
696,125,12563
697,125,12565
698,125,12565
699,125,12569
700,125,12570
701,125,12572
702,125,12573
703,125,12575
704,125,12576
705,125,12577
706,125,12578
707,125,12583
708,125,12585
709,125,12585
710,125,12586
711,125,12586
712,125,12588
713,125,12588
714,125,12588
715,125,12589
716,125,12589
717,125,12590
718,125,12591
719,125,12593
720,125,12593
721,125,12595
722,125,12595
723,125,12596
724,125,12598
725,125,12599
726,125,12600
727,125,12601
728,125,12602
729,125,12602
730,125,12603
731,125,12603
732,125,12604
733,125,12607
734,125,12608
735,125,12608
736,125,12608
737,125,12608
738,125,12609
739,125,12610
740,125,12611
741,125,12612
742,125,12612
743,125,12612
744,125,12613
745,125,12613
746,125,12614
747,125,12616
748,125,12616
749,125,12616
750,125,12618
751,125,12618
752,125,12619
753,125,12621
754,125,12622
755,125,12622
756,125,12624
757,125,12625
