0,25,Killed by human
0,23,Killed by human
0,56,Killed by human
0,46,Killed by human
0,41,Killed by human
0,41,Killed by human
0,41,Killed by human
0,28,Killed by human
0,35,Killed by human
0,35,Killed by human
0,64,Killed by human
0,62,Killed by human
0,62,Killed by human
0,62,Killed by human
0,47,Killed by human
0,23,Killed by human
0,23,Killed by human
0,52,Killed by human
0,19,Killed by human
0,24,Killed by human
0,35,Killed by human
0,43,Killed by human
0,24,Killed by human
0,25,Killed by human
0,25,Killed by human
0,53,Killed by human
0,53,Killed by human
0,63,Killed by human
0,63,Killed by human
0,64,Killed by human
0,60,Killed by human
0,60,Killed by human
0,60,Killed by human
0,56,Killed by human
0,30,Killed by human
0,45,Killed by human
0,21,Killed by human
0,33,Killed by human
0,33,Killed by human
0,42,Killed by human
0,42,Killed by human
0,44,Killed by human
0,44,Killed by human
0,44,Killed by human
0,61,Killed by human
0,53,Killed by human
0,53,Killed by human
0,53,Killed by human
0,45,Killed by human
0,45,Killed by human
0,65,Killed by human
0,65,Killed by human
0,55,Killed by human
0,49,Killed by human
0,36,Killed by human
0,36,Killed by human
0,26,Killed by human
0,26,Killed by human
0,26,Killed by human
0,34,Killed by human
0,34,Killed by human
0,64,Killed by human
0,41,Killed by human
0,41,Killed by human
0,59,Killed by human
0,27,Killed by human
0,22,Killed by human
0,33,Killed by human
0,36,Killed by human
0,23,Killed by human
0,60,Killed by human
0,60,Killed by human
0,63,Killed by human
0,63,Killed by human
0,56,Killed by human
0,56,Killed by human
0,22,Killed by human
0,36,Killed by human
0,36,Killed by human
0,20,Killed by human
0,21,Killed by human
0,21,Killed by human
0,33,Killed by human
0,20,Killed by human
0,20,Killed by human
0,35,Killed by human
0,50,Killed by human
0,37,Killed by human
0,37,Killed by human
0,51,Killed by human
0,17,Killed by human
0,39,Killed by human
0,32,Killed by human
0,57,Killed by human
0,49,Killed by human
0,49,Killed by human
0,16,Killed by human
0,37,Killed by human
0,65,Killed by human
0,47,Killed by human
0,47,Killed by human
0,47,Killed by human
0,47,Killed by human
0,47,Killed by human
0,29,Killed by human
0,29,Killed by human
0,58,Killed by human
0,52,Killed by human
0,50,Killed by human
0,31,Killed by human
0,24,Killed by human
0,24,Killed by human
0,43,Killed by human
0,43,Killed by human
0,43,Killed by human
0,21,Killed by human
0,47,Killed by human
0,17,Killed by human
0,39,Killed by human
0,22,Killed by human
0,22,Killed by human
0,65,Killed by human
0,16,Killed by human
0,64,Killed by human
0,64,Killed by human
0,63,Killed by human
0,63,Killed by human
0,33,Killed by human
0,17,Killed by human
0,46,Killed by human
0,27,Killed by human
0,27,Killed by human
0,27,Killed by human
0,33,Killed by human
0,65,Killed by human
0,65,Killed by human
0,35,Killed by human
0,37,Killed by human
0,37,Killed by human
0,64,Killed by human
0,64,Killed by human
0,64,Killed by human
0,53,Killed by human
0,24,Killed by human
0,49,Killed by human
0,27,Killed by human
0,47,Killed by human
0,27,Killed by human
0,34,Killed by human
0,34,Killed by human
0,34,Killed by human
0,62,Killed by human
0,62,Killed by human
0,63,Killed by human
0,18,Killed by human
0,61,Killed by human
0,33,Killed by human
0,34,Killed by human
0,51,Killed by human
0,51,Killed by human
0,26,Killed by human
0,50,Killed by human
0,25,Killed by human
0,26,Killed by human
0,21,Killed by human
0,30,Killed by human
0,30,Killed by human
0,16,Killed by human
0,16,Killed by human
0,47,Killed by human
0,59,Killed by human
0,42,Killed by human
0,29,Killed by human
0,28,Killed by human
0,28,Killed by human
0,28,Killed by human
0,24,Killed by human
0,52,Killed by human
0,52,Killed by human
0,52,Killed by human
0,16,Killed by human
0,41,Killed by human
0,41,Killed by human
0,56,Killed by human
0,43,Killed by human
0,50,Killed by human
0,19,Killed by human
0,60,Killed by human
0,24,Killed by human
0,19,Killed by human
0,47,Killed by human
0,47,Killed by human
0,47,Killed by human
0,36,Killed by human
0,56,Killed by human
0,22,Killed by human
0,16,Killed by human
0,29,Killed by human
0,51,Killed by human
0,53,Killed by human
0,53,Killed by human
0,21,Killed by human
0,16,Killed by human
0,37,Killed by human
0,37,Killed by human
0,37,Killed by human
0,42,Killed by human
0,29,Killed by human
0,48,Killed by human
0,48,Killed by human
0,20,Killed by human
0,20,Killed by human
0,16,Killed by human
0,16,Killed by human
0,45,Killed by human
0,36,Killed by human
0,54,Killed by human
0,50,Killed by human
0,24,Killed by human
0,35,Killed by human
0,36,Killed by human
0,36,Killed by human
0,28,Killed by human
0,18,Killed by human
0,39,Killed by human
0,61,Killed by human
0,29,Killed by human
0,51,Killed by human
0,31,Killed by human
0,31,Killed by human
0,39,Killed by human
0,39,Killed by human
0,40,Killed by human
0,40,Killed by human
0,40,Killed by human
0,23,Killed by human
0,46,Killed by human
0,38,Killed by human
0,54,Killed by human
0,54,Killed by human
0,40,Killed by human
0,40,Killed by human
0,40,Killed by human
0,40,Killed by human
0,30,Killed by human
0,21,Killed by human
0,26,Killed by human
0,57,Killed by human
0,57,Killed by human
0,50,Killed by human
0,50,Killed by human
0,41,Killed by human
0,41,Killed by human
0,46,Killed by human
0,46,Killed by human
0,42,Killed by human
0,59,Killed by human
0,31,Killed by human
0,38,Killed by human
0,29,Killed by human
0,24,Killed by human
0,22,Killed by human
0,31,Killed by human
0,62,Killed by human
0,43,Killed by human
0,53,Killed by human
0,49,Killed by human
0,36,Killed by human
0,36,Killed by human
0,34,Killed by human
0,50,Killed by human
0,50,Killed by human
0,36,Killed by human
0,52,Killed by human
0,52,Killed by human
0,64,Killed by human
0,43,Killed by human
0,43,Killed by human
0,41,Killed by human
0,56,Killed by human
0,56,Killed by human
0,56,Killed by human
0,51,Killed by human
0,51,Killed by human
0,51,Killed by human
0,63,Killed by human
0,16,Killed by human
0,31,Killed by human
0,56,Killed by human
0,56,Killed by human
0,48,Killed by human
0,48,Killed by human
0,55,Killed by human
0,55,Killed by human
0,20,Killed by human
0,56,Killed by human
0,18,Killed by human
0,20,Killed by human
0,39,Killed by human
0,39,Killed by human
0,35,Killed by human
0,63,Killed by human
0,46,Killed by human
0,42,Killed by human
0,27,Killed by human
0,25,Killed by human
0,58,Killed by human
0,39,Killed by human
0,20,Killed by human
0,20,Killed by human
0,44,Killed by human
0,31,Killed by human
0,59,Killed by human
0,50,Killed by human
0,50,Killed by human
0,50,Killed by human
0,60,Killed by human
0,28,Killed by human
0,57,Killed by human
0,54,Killed by human
0,38,Killed by human
0,39,Killed by human
0,39,Killed by human
0,39,Killed by human
0,33,Killed by human
0,25,Killed by human
0,45,Killed by human
0,58,Killed by human
0,55,Killed by human
0,22,Killed by human
0,22,Killed by human
0,19,Killed by human
0,28,Killed by human
0,28,Killed by human
0,42,Killed by human
0,40,Killed by human
0,40,Killed by human
0,17,Killed by human
0,17,Killed by human
0,53,Killed by human
0,61,Killed by human
0,61,Killed by human
0,63,Killed by human
0,63,Killed by human
0,39,Killed by human
0,61,Killed by human
0,28,Killed by human
0,28,Killed by human
0,49,Killed by human
0,47,Killed by human
0,37,Killed by human
0,20,Killed by human
0,62,Killed by human
0,20,Killed by human
0,20,Killed by human
0,20,Killed by human
0,20,Killed by human
0,24,Killed by human
0,24,Killed by human
0,34,Killed by human
0,63,Killed by human
0,32,Killed by human
0,63,Killed by human
0,48,Killed by human
0,35,Killed by human
0,57,Killed by human
0,49,Killed by human
0,53,Killed by human
0,53,Killed by human
0,43,Killed by human
0,38,Killed by human
0,58,Killed by human
0,58,Killed by human
0,33,Killed by human
0,47,Killed by human
0,47,Killed by human
0,47,Killed by human
0,56,Killed by human
0,56,Killed by human
0,39,Killed by human
0,22,Killed by human
0,45,Killed by human
0,43,Killed by human
0,46,Killed by human
0,23,Killed by human
0,23,Killed by human
0,28,Killed by human
0,35,Killed by human
0,62,Killed by human
0,20,Killed by human
0,50,Killed by human
0,26,Killed by human
0,22,Killed by human
0,65,Killed by human
0,36,Killed by human
0,36,Killed by human
0,46,Killed by human
0,54,Killed by human
0,30,Killed by human
0,30,Killed by human
0,58,Killed by human
0,58,Killed by human
0,50,Killed by human
0,28,Killed by human
0,36,Killed by human
0,43,Killed by human
0,43,Killed by human
0,62,Killed by human
0,44,Killed by human
0,35,Killed by human
0,19,Killed by human
0,25,Killed by human
0,22,Killed by human
0,18,Killed by human
0,21,Killed by human
0,21,Killed by human
0,43,Killed by human
0,54,Killed by human
0,54,Killed by human
0,43,Killed by human
0,23,Killed by human
0,23,Killed by human
0,54,Killed by human
0,23,Killed by human
0,31,Killed by human
0,54,Killed by human
0,28,Killed by human
0,28,Killed by human
0,57,Killed by human
0,37,Killed by human
0,53,Killed by human
0,41,Killed by human
0,36,Killed by human
0,36,Killed by human
0,48,Killed by human
0,60,Killed by human
0,39,Killed by human
0,39,Killed by human
0,19,Killed by human
0,22,Killed by human
0,22,Killed by human
0,40,Killed by human
0,34,Killed by human
0,59,Killed by human
0,30,Killed by human
0,41,Killed by human
0,32,Killed by human
0,50,Killed by human
0,21,Killed by human
0,43,Killed by human
0,43,Killed by human
0,19,Killed by human
0,61,Killed by human
0,33,Killed by human
0,16,Killed by human
0,20,Killed by human
0,31,Killed by human
0,17,Killed by human
0,17,Killed by human
0,22,Killed by human
0,22,Killed by human
0,60,Killed by human
0,56,Killed by human
0,56,Killed by human
0,55,Killed by human
0,55,Killed by human
0,51,Killed by human
0,64,Killed by human
0,25,Killed by human
0,20,Killed by human
0,57,Killed by human
0,48,Killed by human
0,45,Killed by human
0,25,Killed by human
0,17,Killed by human
0,62,Killed by human
0,50,Killed by human
0,53,Killed by human
0,53,Killed by human
0,28,Killed by human
0,26,Killed by human
